"","date","image","objective","time_pf","num_of_cells","meiotic","stage","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","centrosome","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","microscope","fixation","organism","phylum","classification","genome","chromosomes","day","cleavage_type","num_of_cells_CAT","num_of_cells_NUM","classification_CAT","phylum_CAT","organism_CAT","cleavage_type_CAT","fixation_CAT","microscope_CAT","stage_CAT","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"1206","2014-06-03 00:00:00","urechis_t180m_40x_48","40x",180,"4",0,"m",74.51136,36.67356,24.72393,8.76414,4.18450184501845,2.8210332103321,1,11.39985,4.15569,2.7431906614786,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,8.2467,7.30884,29.469825
"1207","2014-06-03 00:00:00","urechis_t180m_40x_49","40x",180,"4",0,"m",74.57604,35.99442,27.60219,9.8637,3.64918032786885,2.7983606557377,1,10.15476,3.99399,2.54251012145749,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,11.09262,7.30884,31.19193
"1208","2014-06-03 00:00:00","urechis_t180m_40x_49","40x",180,"4",0,"m",70.42035,35.15358,27.19794,9.92838,3.54071661237785,2.73941368078176,1,12.54792,4.98036,2.51948051948052,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,9.483705,7.30884,23.632455
"1209","2014-06-03 00:00:00","urechis_t180m_40x_51","40x",180,"4",0,"m",64.09788,30.01152,21.73248,11.18964,2.68208092485549,1.94219653179191,1,14.53683,3.78378,3.84188034188034,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,7.462455,5.829285,18.25593
"1212","2014-06-03 00:00:00","urechis_t180m_40x_54","40x",180,"8",0,"m",51.24273,30.0762,23.47884,9.18456,3.27464788732394,2.55633802816901,1,12.64494,3.00762,4.20430107526882,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,9.208815,5.829285,25.136265
"1213","2014-06-03 00:00:00","urechis_t180m_40x_55","40x",180,"8",0,"m",49.85211,29.80131,20.19633,9.71817,3.06655574043261,2.07820299500832,1,11.49687,4.67313,2.46020761245675,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,NA,6.87225,5.974815,28.10346
"1215","2014-06-03 00:00:00","urechis_t180m_40x_57","40x",180,"8",0,"m",53.86227,30.22173,23.68905,10.5105,2.87538461538462,2.25384615384615,1,9.34626,6.77523,1.37947494033413,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,8.32755,5.974815,23.131185
"1216","2014-06-03 00:00:00","urechis_t180m_40x_57","40x",180,"8",0,"m",53.73291,29.60727,21.16653,8.50542,3.48098859315589,2.48859315589354,1,11.61006,4.18803,2.77220077220077,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,9.00669,5.974815,23.470755
"1217","2014-06-03 00:00:00","urechis_t180m_40x_57","40x",180,"8",0,"m",47.55597,31.58001,21.63546,9.76668,3.23344370860927,2.21523178807947,1,8.26287,5.8212,1.41944444444444,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,7.06629,5.974815,23.18778
"1221","2014-06-03 00:00:00","urechis_t180m_40x_64","40x",180,"4",0,"m",71.50374,39.42246,23.73756,9.39477,4.19621342512909,2.52667814113597,1,9.24924,4.44675,2.08,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.78124,9.83136,5.974815,26.898795
"1222","2014-06-03 00:00:00","urechis_t180m_40x_64","40x",180,"4",0,"m",69.8544,33.69828,24.06096,10.12242,3.32907348242811,2.37699680511182,1,9.29775,4.94802,1.87908496732026,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,1.18041,8.287125,5.974815,30.36726
"1225","2014-06-03 00:00:00","urechis_t180m_40x_68","40x",180,"8",0,"m",56.7567,32.43702,22.84821,10.00923,3.24071082390953,2.2827140549273,1,12.82281,4.38207,2.92619926199262,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,2.449755,7.82628,5.974815,30.20556
"1226","2014-06-03 00:00:00","urechis_t180m_40x_69","40x",180,"4",0,"m",81.48063,39.74586,28.28133,9.75051,4.07628524046435,2.90049751243781,1,13.17855,4.6893,2.81034482758621,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.562945,9.45945,5.974815,33.997425
"1227","2014-06-03 00:00:00","urechis_t180m_40x_71","40x",180,"4",0,"m",83.38869,42.02583,31.19193,9.66966,4.34615384615385,3.2257525083612,1,13.2594,4.33356,3.05970149253731,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,3.05613,8.529675,5.974815,36.552285
"1228","2014-06-03 00:00:00","urechis_t180m_40x_72","40x",180,"8",0,"m",63.12768,41.70243,31.5315,9.89604,4.2140522875817,3.18627450980392,1,12.6126,5.3361,2.36363636363636,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,2.854005,10.12242,5.974815,40.287555
"1229","2014-06-03 00:00:00","urechis_t180m_40x_73","40x",180,"4",0,"m",77.56749,45.32451,29.97918,9.702,4.67166666666667,3.09,1,12.30537,4.67313,2.63321799307958,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,13.38876,5.974815,44.88792
"1232","2014-06-03 00:00:00","urechis_t210m_40x_6","40x",210,"8",0,"m",64.66383,26.01753,26.01753,8.50542,3.05893536121673,3.05893536121673,1,9.58881,5.41695,1.77014925373134,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,0,5.974815,0
"1233","2014-06-03 00:00:00","urechis_t210m_40x_7","40x",210,"8",0,"m",63.69363,27.8124,27.8124,7.37352,3.7719298245614,3.7719298245614,1,10.5105,4.80249,2.18855218855219,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,0,5.974815,0
"1248","2014-06-03 00:00:00","urechis_t210m_40x_26","40x",210,"4",0,"m",94.70769,50.25636,37.65993,13.14621,3.82287822878229,2.86469864698647,1,15.5232,4.851,3.2,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,NA,14.35896,5.780775,39.56799
"1250","2014-06-03 00:00:00","urechis_t210m_40x_29","40x",210,"8",0,"m",73.84839,37.41738,25.59711,9.99306,3.74433656957929,2.56148867313916,1,13.72833,5.62716,2.43965517241379,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,NA,10.744965,8.772225,27.060495
"1253","2014-06-03 00:00:00","urechis_t210m_40x_32","40x",210,"4",0,"m",92.02347,40.06926,29.31621,15.74958,2.54414784394251,1.86139630390144,1,16.28319,3.13698,5.19072164948454,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,13.170465,8.464995,34.919115
"1254","2014-06-03 00:00:00","urechis_t210m_40x_33","40x",210,"4",0,"m",87.07545,45.1143,28.81494,23.15544,1.94832402234637,1.24441340782123,1,14.31045,2.71656,5.26785714285714,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,14.787465,8.464995,41.08797
"1255","2014-06-03 00:00:00","urechis_t210m_40x_35","40x",210,"4",0,"m",80.89851,44.80707,32.21064,12.4509,3.5987012987013,2.58701298701299,1,13.79301,4.83483,2.85284280936455,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,11.35134,8.464995,35.371875
"1256","2014-06-03 00:00:00","urechis_t210m_40x_35","40x",210,"4",0,"m",72.1182,50.11083,32.53404,17.86785,2.80452488687783,1.82081447963801,1,16.38021,3.20166,5.11616161616162,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,NA,16.07298,8.464995,29.07366
"1257","2014-06-03 00:00:00","urechis_t210m_40x_36","40x",210,"4",0,"m",85.71717,44.41899,35.28294,15.42618,2.87945492662474,2.28721174004193,1,18.72486,3.47655,5.38604651162791,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,NA,13.623225,8.464995,40.92627
"1260","2014-06-03 00:00:00","urechis_t210m_40x_40","40x",210,"8",0,"m",71.22885,34.70082,21.16653,6.67821,5.19612590799032,3.16949152542373,1,10.88241,NA,NA,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,NA,NA,7.333095,21.47376
"1261","2014-06-03 00:00:00","urechis_t210m_40x_43","40x",210,"4",0,"m",85.94355,44.04708,28.4592,9.2169,4.77894736842105,3.08771929824561,1,14.73087,4.77015,3.08813559322034,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,3.86463,12.62877,7.7616,29.388975
"1262","2014-06-03 00:00:00","urechis_t210m_40x_55","40x",210,"8",0,"m",68.02719,30.96555,21.65163,6.58119,4.7051597051597,3.28992628992629,1,11.18964,2.84592,3.93181818181818,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,11.1573,7.7616,22.62183
"1263","2014-06-03 00:00:00","urechis_t210m_40x_62","40x",210,"8",0,"m",58.55157,28.1358,21.71631,10.05774,2.79742765273312,2.15916398713826,1,13.59897,4.78632,2.84121621621622,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,9.645405,7.7616,27.885165
"1266","2014-06-03 00:00:00","urechis_t210m_40x_80","40x",210,"8",0,"m",61.25196,30.22173,25.09584,11.57772,2.61033519553073,2.16759776536313,1,9.26541,3.08847,3,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,9.063285,7.7616,20.09931
"1267","2014-06-03 00:00:00","urechis_t210m_40x_84","40x",210,"16",0,"m",39.6165,25.98519,19.37166,7.16331,3.627539503386,2.70428893905192,1,11.70708,2.7489,4.25882352941176,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",5,16,3,5,7,5,2,1,2,0,5.90205,7.7616,21.821415
"1270","2014-06-03 00:00:00","urechis_t210m_40x_104","40x",210,"8",0,"m",66.71742,40.21479,28.20048,8.4084,4.78269230769231,3.35384615384615,1,12.74196,4.83483,2.63545150501672,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,NA,NA,7.7616,NA
"1271","2014-06-04 00:00:00","urechis_t135m_40x_0","40x",135,"2",0,"m",93.60813,43.88538,36.43101,4.72164,9.29452054794521,7.71575342465754,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",2,2,3,5,7,5,3,1,2,0,NA,7.7616,13.510035
"1272","2014-06-04 00:00:00","urechis_t135m_40x_1","40x",135,"2",0,"m",79.34619,46.19769,37.38504,6.09609,7.57824933687003,6.13262599469496,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",2,2,3,5,7,5,3,1,2,0,NA,7.7616,13.315995
"1273","2014-06-04 00:00:00","urechis_t210m_40x_0","40x",210,"16",0,"m",46.48875,36.13995,31.38597,13.89003,2.60186263096624,2.25960419091967,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",5,16,3,5,7,5,3,1,2,0,4.33356,7.7616,15.15129
"1274","2014-06-04 00:00:00","urechis_t210m_40x_0","40x",210,"16",0,"m",45.7611,38.08035,31.06257,17.81934,2.13702359346643,1.7431941923775,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",5,16,3,5,7,5,3,1,2,0,NA,7.7616,NA
"1275","2014-06-04 00:00:00","urechis_t210m_40x_1","40x",210,"8",0,"m",60.26559,32.06511,25.07967,6.59736,4.86029411764706,3.80147058823529,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,1.851465,2.223375,7.7616,18.716775
"1276","2014-06-04 00:00:00","urechis_t210m_40x_1","40x",210,"8",0,"m",58.64859,29.73663,23.4465,5.90205,5.03835616438356,3.97260273972603,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,0,2.45784,7.7616,17.681895
"1277","2014-06-04 00:00:00","urechis_t210m_40x_2","40x",210,"8",0,"m",54.39588,31.91958,28.02261,7.16331,4.45598194130926,3.91196388261851,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,0.92169,4.60845,7.7616,30.98172
"1278","2014-06-04 00:00:00","urechis_t210m_40x_3","40x",210,"8",0,"m",49.20531,35.2506,28.71792,14.94108,2.35930735930736,1.92207792207792,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,0,6.298215,7.7616,30.925125
"1279","2014-06-04 00:00:00","urechis_t210m_40x_4","40x",210,"4",0,"m",81.18957,39.82671,31.25661,17.73849,2.24521422060164,1.76207839562443,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",3,4,3,5,7,5,3,1,2,0,8.82882,7.7616,38.69481
"1280","2014-06-04 00:00:00","urechis_t210m_40x_5","40x",210,"8",0,"m",57.58137,27.90942,23.22012,9.07137,3.07664884135472,2.55971479500891,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,1.09956,3.00762,7.7616,22.096305
"1281","2014-06-04 00:00:00","urechis_t210m_40x_5","40x",210,"8",0,"m",55.56012,32.0166,25.46775,8.79648,3.63970588235294,2.89522058823529,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,1.63317,4.406325,7.7616,30.472365
"1282","2014-06-04 00:00:00","urechis_t210m_40x_5","40x",210,"8",0,"m",49.72275,31.2081,23.17161,8.97435,3.47747747747748,2.58198198198198,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,NA,4.0425,7.7616,24.36819
"1283","2014-06-04 00:00:00","urechis_t210m_40x_6","40x",210,"8",0,"m",50.54742,24.99882,20.47122,7.47054,3.34632034632035,2.74025974025974,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,0,3.8808,7.7616,22.969485
"1284","2014-06-04 00:00:00","urechis_t210m_40x_9","40x",210,"4",0,"m",59.3439,36.73824,29.88216,14.81172,2.48034934497817,2.0174672489083,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",3,4,3,5,7,5,3,1,2,0,6.11226,7.7616,37.30419
"1285","2014-06-04 00:00:00","urechis_t210m_40x_9","40x",210,"4",0,"m",57.2418,38.25822,30.85236,9.702,3.94333333333333,3.18,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",3,4,3,5,7,5,3,1,2,0,6.93693,7.7616,40.87776
"1286","2014-06-04 00:00:00","urechis_t210m_40x_10","40x",210,"8",0,"m",40.1016,29.52642,27.1656,8.27904,3.56640625,3.28125,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",4,8,3,5,7,5,3,1,2,0,3.25017,7.7616,23.438415
"1287","2014-06-04 00:00:00","urechis_t260m_40x_2","40x",210,"16",0,"m",35.96208,22.62183,19.2423,6.29013,3.59640102827764,3.05912596401028,1,NA,NA,NA,0,"mm40","m","urechis_caupo","annelida","bpl",NA,18,"2014-06-04 00:00:00","s",5,16,3,5,7,5,3,1,2,0,3.86463,7.7616,NA
"1288","2014-06-17 00:00:00","urechis_t120min_","40x-zlsm",120,"1",0,"m",105.1,53.1,42,7.3,7.27397260273973,5.75342465753425,1,9.6,6.2,1.54838709677419,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,2,0,14.75,7.55,57.8
"1289","2014-06-17 00:00:00","urechis_t120min_","40x-zlsm",120,"1",0,"m",106.9,56.2,41,11.3,4.97345132743363,3.6283185840708,1,11.3,4.4,2.56818181818182,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,2,0,14.4,7.15,49.3
"1290","2014-06-17 00:00:00","urechis_t120min_","40x-zlsm",120,"1",0,"m",104.4,45.3,33,11.7,3.87179487179487,2.82051282051282,1,12.1,5.1,2.37254901960784,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,2,0,15.45,7.15,58.35
"1291","2014-06-17 00:00:00","urechis_t120min_1","40x-zlsm",120,"1",0,"m",105.7,56,39.3,7,8,5.61428571428571,1,10.3,3.3,3.12121212121212,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,2,0,16.3,7.15,45.6
"1292","2014-06-17 00:00:00","urechis_t120min_2","40x-zlsm",120,"1",0,"m",108.1,56.1,41,14.3,3.92307692307692,2.86713286713287,1,13,3.1,4.19354838709677,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,2,0,16.6,7.15,57.9
"1295","2014-06-17 00:00:00","urechis_t260min_","40x-zlsm",260,"16",0,"m",41.6,24.5,21.2,4.8,5.10416666666667,4.41666666666667,1,NA,NA,NA,NA,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",5,16,3,5,7,5,2,3,2,0.8,4.4,8.75,NA
"1297","2014-06-17 00:00:00","urechis_t260min_","40x-zlsm",260,"16",0,"m",58.8,40.4,31.5,6.1,6.62295081967213,5.16393442622951,1,NA,NA,NA,NA,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",5,16,3,5,7,5,2,3,2,0,5.25,8.75,21.1
"1298","2014-06-17 00:00:00","urechis_t260min_","40x-zlsm",260,"16",0,"m",53.3,33.8,27.8,7.2,4.69444444444444,3.86111111111111,1,NA,NA,NA,NA,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",5,16,3,5,7,5,2,3,2,0.95,5.5,8.75,15.7
"1299","2014-06-17 00:00:00","urechis_t260min_1","40x-zlsm",260,"16",0,"m",64.6,23.5,18.5,3.6,6.52777777777778,5.13888888888889,1,NA,NA,NA,NA,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",5,16,3,5,7,5,2,3,2,0,5.4,8.75,NA
"1300","2014-06-17 00:00:00","urechis_t260min_1","40x-zlsm",260,"16",0,"m",31.1,21.7,18.5,4,5.425,4.625,1,NA,NA,NA,NA,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",5,16,3,5,7,5,2,3,2,0,3.85,8.75,NA
"1303","2014-03-21 00:00:00","laevis_stg6_image7","40x-zlsm",300,"128",0,"m",140.7,39.1,32.1,15.2,2.57236842105263,2.11184210526316,1,16.3,5.5,2.96363636363636,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2013-11-21 00:00:00","dra",9,128,1,4,8,6,2,3,2,0,11,8.75,40.4
"1304","2014-03-21 00:00:00","laevis_stg6_image8","40x-zlsm",300,"128",0,"m",223.7,46.5,39.6,20,2.325,1.98,1,19.2,4.8,4,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2013-11-21 00:00:00","dra",9,128,1,4,8,6,2,3,2,0,12.85,8.75,48.25
"1305","2014-03-21 00:00:00","laevis_stg6_image11","40x-zlsm",300,"128",0,"m",156.5,47.4,35.3,19,2.49473684210526,1.85789473684211,1,21.5,2.8,7.67857142857143,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2013-11-21 00:00:00","dra",9,128,1,4,8,6,2,3,2,0,17.95,8.75,48.4
"1306","2014-04-04 00:00:00","stg8_1","40x-zlsm",300,"128",0,"m",121.7,44.2,35.6,18,2.45555555555556,1.97777777777778,1,20.3,4,5.075,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2014-04-04 00:00:00","dra",9,128,1,4,8,6,2,3,2,0,18.85,8.75,44.95
"1307","2014-04-04 00:00:00","stg8_1","40x-zlsm",300,"128",0,"m",130.7,50.6,37,14.4,3.51388888888889,2.56944444444444,1,16.7,3.4,4.91176470588235,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2014-04-04 00:00:00","dra",9,128,1,4,8,6,2,3,2,0,18.6,8.75,60.55
"1308","2014-04-04 00:00:00","stg8_1","40x-zlsm",300,"128",0,"m",120.9,47.9,35.2,15.2,3.15131578947368,2.31578947368421,1,18.2,2.7,6.74074074074074,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2014-04-04 00:00:00","dra",9,128,1,4,8,6,2,3,2,0,15.5,8.75,64.05
"1309","2014-04-04 00:00:00","stg8_1","40x-zlsm",300,"128",0,"m",112.5,46.6,33.1,15.1,3.08609271523179,2.19205298013245,1,17.5,3.3,5.3030303030303,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2014-04-04 00:00:00","dra",9,128,1,4,8,6,2,3,2,0,15.5,8.75,65.2
"1311","2014-04-04 00:00:00","stg8_2","40x-zlsm",300,"128",0,"m",253.4,60.1,48.1,14.3,4.2027972027972,3.36363636363636,1,15.1,2.6,5.80769230769231,0,"zlsm40","df","xenopus_laevis","chordata","bd",3100,36,"2014-04-04 00:00:00","dra",9,128,1,4,8,6,2,3,2,0.8,13.4,8.75,60
"1312","2014-07-18 00:00:00","xlaevis_20x_65min_1","20x-zlsm",65,"2",0,"m",1267.7,68.3,48.1,19.5,3.5025641025641,2.46666666666667,1,13.5,4,3.375,0,"zlsm20","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",2,2,1,4,8,6,3,24,2,0,18.15,8.75,84.2
"1313","2014-07-18 00:00:00","xlaevis_20x_65min_2","20x-zlsm",65,"2",0,"m",1367.2,128,60.7,22.9,5.58951965065502,2.65065502183406,1,NA,NA,NA,NA,"zlsm21","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",2,2,1,4,8,6,3,26,2,0,74.4,8.75,168.8
"1314","2014-07-18 00:00:00","xlaevis_20x_90min_2","20x-zlsm",90,"4",0,"m",1271.1,79.4,49.4,19.9,3.98994974874372,2.48241206030151,1,19.9,4.7,4.23404255319149,0,"zlsm22","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",3,4,1,4,8,6,3,27,2,10.9,12.95,8.75,51.8
"1316","2014-07-18 00:00:00","xlaevis_20x_90min_4","20x-zlsm",90,"4",0,"m",1158.3,128.9,56,17.5,7.3,3.2,1,22.9,10.4,2.20192307692308,0,"zlsm24","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",3,4,1,4,8,6,3,29,2,33.9,23.25,8.75,136.4
"1318","2014-07-18 00:00:00","xlaevis_20x_90min_6","20x-zlsm",90,"4",0,"m",958.8,79.1,41.2,13.4,5.90298507462686,3.07462686567164,1,NA,NA,NA,0,"zlsm26","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",3,4,1,4,8,6,3,31,2,10.35,13,8.75,38.95
"1319","2014-07-18 00:00:00","xlaevis_20x_130min_2","20x-zlsm",130,"8",0,"m",482.6,64.3,47.9,23.2,2.77155172413793,2.06465517241379,1,NA,NA,NA,0,"zlsm27","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",4,8,1,4,8,6,3,32,2,5.6,9.3,8.75,47.25
"1320","2014-07-18 00:00:00","xlaevis_20x_130min_3","20x-zlsm",130,"8",0,"m",571.3,55.5,44.7,25,2.22,1.788,1,NA,NA,NA,0,"zlsm28","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",4,8,1,4,8,6,3,33,2,0,10.7,8.75,39.1
"1321","2014-07-18 00:00:00","xlaevis_20x_150min_1","20x-zlsm",150,"16",0,"m",362,68.2,49.8,17.4,3.91954022988506,2.86206896551724,1,30.2,4.9,6.16326530612245,0,"zlsm29","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",5,16,1,4,8,6,3,34,2,7.05,7.8,8.75,53.9
"1322","2014-07-18 00:00:00","xlaevis_20x_150min_2","20x-zlsm",150,"16",0,"m",738.2,84.7,57.8,15.3,5.5359477124183,3.77777777777778,1,18.2,7.6,2.39473684210526,0,"zlsm30","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",5,16,1,4,8,6,3,35,2,NA,9.4,8.75,72.8
"1324","2014-07-18 00:00:00","xlaevis_20x_150min_4","20x-zlsm",150,"16",0,"m",492.2,82.1,55.1,17.8,4.6123595505618,3.09550561797753,1,18.7,6.2,3.01612903225806,0,"zlsm32","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",5,16,1,4,8,6,3,37,2,8.6,6.9,8.75,83.75
"1326","2014-07-18 00:00:00","xlaevis_20x_150min_6","20x-zlsm",150,"16",0,"m",628,82.7,54.6,16.2,5.10493827160494,3.37037037037037,1,22.4,4.1,5.46341463414634,0,"zlsm34","m","xenopus_laevis","chordata","bd",3100,36,"2014-07-18 00:00:00","dra",5,16,1,4,8,6,3,39,2,11.55,8.25,8.75,96.9
